COD_LEGADO;PDF_RESOLVIDO
AAAMO 25X1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 25X3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJO M12X1;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M12X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M14X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 20X3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 20X3/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 22X1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 8X1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 8X1/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 8X3/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 25XM33X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 28X3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 28XM33X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJ 3/4 NPT;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJ 3/4 UNF;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJ 3/8 NPT;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 22X1.1/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 22X1.3/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 22X3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM T18XJIC8;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 30X1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 30X1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 30X3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJO 1/2 BSP;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO 1/4 BSP;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO 1/8 BSP;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 25.4X3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 25X1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 25X1.1/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 10X1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 10X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 30XM42X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 35X1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 35XM42X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJO M16X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M18X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M20X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 25X1.1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 25X1.5/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 25X1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 10X3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 10XM14X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 10XM16X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 38X1.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 38X1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJ 3/8 UNF;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJ 7/16 UNF;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 25X3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 25X7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 12X1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 12X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 38XM48X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 42X1.1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 42X1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJO 3/4 BSP;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 28X1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 28X1.5/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 12X3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 12XM16X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 12XM18X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 42X2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 42XM48X2;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJO M22X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M24X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M24X2;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 28X3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 30X1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 30X1.1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 14X1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 14X3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 14XM20X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 6X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJ 7/8 UNF;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJ 9/16 UNF;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO 1 BSP;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 30X1.1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 30X1.5/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 30X1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 15X1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 6X1/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 6XM12X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJO 3/8 BSP;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M10X1;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJO M10X1.5;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 30X3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 35X1 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 35X1.1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 15XM16X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 15XM18X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 8X3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 8XM12X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJ 1/8 NPT;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJ 2.1/2 UNF;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AABJ 3 NPT;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 35X1.7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 38X1.1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 16X3/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 8XM14X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AABJ 1 NPT;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
AAAM 15X3/8 BSPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 15X3/8 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 15X7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 38X1.1/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 38X1.7/8 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAM 42X1.1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 16X3/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 16XM18X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAAMO 16XM22X1.5;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
AAFF 2 NPT X 2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2.1/2X1.1/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 28X22 W A1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X 3/8 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X 7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X 7/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 9/16X1/2 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 9/16X3/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 9/16X9/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X1 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X1.1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X1.1/2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X 9/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X M12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X M14X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M10X1XM10X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M10X1XM8X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M12X1.5XM10X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X1.1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X1.1/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X1/2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X M16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X M18X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X M20X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M12X1.5XM12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M12X1.5XM8X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M14X1.5 X 1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X3/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X M26X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSPT X 3/8 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 1 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M14X1.5XM14X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M16X1.5 X 9/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M16X1.5XM10X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X3/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 2X3/8 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 BSP X 3/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 1.1/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 1/2 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M16X1.5XM12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M16X1.5XM14X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M16X1.5XM16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 BSP X 3/4 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 BSP X 7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 BSP X 7/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 1/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 3/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M18X1.5XM12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M18X1.5XM16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M18X1.5XM18X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 BSP X M26X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 1 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 1.1/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 3/4 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 3/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 3/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M20X1.5 X 3/4 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M20X1.5XM16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M20X1.5XM20X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 1.1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 1/2 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 5/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X 7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M10X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M22X1.5XM14X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M22X1.5XM16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M22X1.5XM18X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 3/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 3/4 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M14X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M22X1.5XM20X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M22X1.5XM22X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M24X1.5XM16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 3/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X 7/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M18X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M20X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M22X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M24X1.5XM22X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M24X1.5XM24X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M26X1.5XM22X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X M22X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4 NPT X M24X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X1 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 NPT X M33X2;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X1.3/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M26X1.5XM24X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M26X1.5XM26X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M27X2XM27X2;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X1/2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X1/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X1/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M28X1.5 X 1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M33X2XM33X2;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF M42X2XM42X2;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X1/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X1/8 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X3/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X1/8 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X3/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8X3/8 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X3/4 BSP TUPY;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X3/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X3/4 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 7/16X3/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 7/16X5/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 7/16X7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X3/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X3/8 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X60X3/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 7/8X7/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 7/8X9/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 9/16 UNF X 1/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/4X9/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 3/8 BSP X 1/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X 1/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X 3/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X 3/4 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X 3/4 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X 3/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X 3/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 P5/16X1.1/2;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 P5/8X2.1/4;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 P7/16X1.3/4;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1.1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X 3/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X 3/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X 7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X 7/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X 7/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X 9/16 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM10X35;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM12X45;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM14X50;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1.1/2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1.1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1.1/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X 7/8 UNF;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M10X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X M10X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X M12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X M14X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM16X55;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM16X80;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM20X70;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1/2 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1/2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M14X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M18X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X M16X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X M20X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X M22X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM24X100;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM27X100;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 PM8X30;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X3/4 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/2X3/8 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1.1/4 BSP X 1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M20X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M22X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/2 NPT X M24X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/4 NPT X M24X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/8 NPT X M12X1.5;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAFF 1/8 NPT X M8X1;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 S1/2X1.3/4;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 S3/4X2.3/4;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AAF6 S3/8X1.1/2;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
